order_id,district,food_category,weather,peak_time,distance_km,order_amount,num_items,rider_exp_months,app_version,delivery_time
ORD00326,애월읍,한식,흐림,Y,1.9,30000,5,41.0,v3.2.1,21
ORD00327,한림읍,한식,흐림,N,1.4,24100,4,1.0,v3.2.1,24
ORD00328,조천읍,한식,흐림,Y,2.9,28500,5,12.0,v3.2.1,37
ORD00329,조천읍,치킨,맑음,N,4.0,38500,3,4.0,v3.2.1,23
ORD00330,애월읍,치킨,맑음,Y,5.9,37100,3,9.0,v3.2.1,40
ORD00331,조천읍,치킨,비,N,5.5,59100,5,73.0,v3.2.1,50
ORD00332,한림읍,분식,맑음,N,2.0,12100,2,15.0,v3.2.1,11
ORD00333,조천읍,치킨,맑음,N,5.0,33200,3,2.0,v3.2.1,28
ORD00334,구좌읍,치킨,맑음,N,3.8,81100,7,12.0,v3.2.1,35
ORD00335,애월읍,치킨,맑음,N,3.5,74100,8,3.0,v3.2.1,34
ORD00336,한림읍,한식,맑음,Y,0.7,17500,2,18.0,v3.2.1,15
ORD00337,제주시내,치킨,흐림,N,5.7,36600,3,20.0,v3.2.1,35
ORD00338,구좌읍,분식,맑음,N,5.8,18100,4,2.0,v3.2.1,27
ORD00339,제주시내,중식,맑음,Y,3.7,20300,2,1.0,v3.2.1,34
ORD00340,제주시내,카페디저트,맑음,N,2.0,22400,5,,v3.2.1,8
ORD00341,제주시내,중식,맑음,Y,2.6,17100,2,7.0,v3.2.1,29
ORD00342,조천읍,한식,맑음,N,2.5,13600,1,38.0,v3.2.1,18
ORD00343,조천읍,치킨,흐림,N,6.9,40700,3,3.0,v3.2.1,44
ORD00344,구좌읍,분식,맑음,N,2.6,15500,3,23.0,v3.2.1,8
ORD00345,조천읍,분식,맑음,N,0.9,13200,2,8.0,v3.2.1,8
ORD00346,제주시내,치킨,맑음,N,2.5,45500,4,16.0,v3.2.1,23
ORD00347,제주시내,한식,맑음,Y,5.2,43200,7,12.0,v3.2.1,32
ORD00348,제주시내,카페디저트,맑음,N,13.8,11400,3,31.0,v3.2.1,46
ORD00349,구좌읍,중식,흐림,N,4.0,17900,2,20.0,v3.2.1,21
ORD00350,제주시내,카페디저트,비,N,3.0,11000,2,2.0,v3.2.1,24
ORD00351,제주시내,카페디저트,맑음,N,4.9,22900,6,14.0,v3.2.1,19
ORD00352,제주시내,분식,맑음,N,3.8,36500,7,9.0,v3.2.1,23
ORD00353,애월읍,한식,비,N,3.9,22900,5,15.0,v3.2.1,36
ORD00354,애월읍,치킨,맑음,N,6.6,26900,2,17.0,v3.2.1,37
ORD00355,애월읍,한식,흐림,Y,4.2,13600,1,1.0,v3.2.1,32
ORD00356,조천읍,중식,맑음,N,3.1,25900,4,17.0,v3.2.1,26
ORD00357,애월읍,치킨,맑음,N,6.8,34500,3,7.0,v3.2.1,151
ORD00358,한림읍,중식,흐림,Y,8.0,19300,2,3.0,v3.2.1,50
ORD00359,애월읍,치킨,맑음,N,3.8,23100,2,12.0,v3.2.1,18
ORD00360,한림읍,한식,맑음,Y,2.1,31600,6,18.0,v3.2.1,20
ORD00361,제주시내,분식,맑음,N,2.9,14900,3,2.0,v3.2.1,17
ORD00362,애월읍,분식,비,N,1.6,12100,3,16.0,v3.2.1,18
ORD00363,제주시내,한식,맑음,Y,5.1,16300,2,14.0,v3.2.1,31
ORD00364,애월읍,분식,맑음,N,0.5,29000,6,17.0,v3.2.1,11
ORD00365,애월읍,치킨,맑음,N,5.6,44000,4,28.0,v3.2.1,22
ORD00366,애월읍,중식,맑음,Y,4.0,24000,3,7.0,v3.2.1,36
ORD00367,제주시내,카페디저트,맑음,Y,1.2,11800,3,13.0,v3.2.1,10
ORD00368,애월읍,중식,흐림,Y,3.8,15300,1,6.0,v3.2.1,30
ORD00369,제주시내,카페디저트,맑음,Y,4.0,9300,2,2.0,v3.2.1,34
ORD00370,구좌읍,카페디저트,비,N,2.7,9800,2,1.0,v3.2.1,32
ORD00371,한림읍,중식,흐림,Y,1.6,22400,2,10.0,v3.2.1,25
ORD00372,조천읍,한식,맑음,Y,3.8,23000,4,3.0,v3.2.1,34
ORD00373,제주시내,치킨,맑음,Y,2.6,30400,2,1.0,v3.2.1,33
ORD00374,조천읍,한식,흐림,N,2.7,16800,3,4.0,v3.2.1,28
ORD00375,제주시내,치킨,흐림,N,4.5,25400,1,8.0,v3.2.1,39
ORD00376,구좌읍,치킨,비,Y,2.0,36200,4,2.0,v3.2.1,43
ORD00377,제주시내,치킨,맑음,Y,4.2,38500,3,4.0,v3.2.1,39
ORD00378,한림읍,분식,맑음,N,1.2,11100,2,,v3.2.1,15
ORD00379,애월읍,치킨,맑음,N,14.8,70400,6,2.0,v3.2.1,66
ORD00380,제주시내,치킨,맑음,Y,7.6,61800,5,21.0,v3.2.1,46
ORD00381,애월읍,중식,흐림,Y,3.2,18900,2,33.0,v3.2.1,25
ORD00382,구좌읍,카페디저트,맑음,Y,10.1,13800,4,16.0,v3.2.1,52
ORD00383,한림읍,분식,흐림,N,4.1,23600,5,8.0,v3.2.1,17
ORD00384,한림읍,중식,맑음,Y,11.7,24400,3,1.0,v3.2.1,54
ORD00385,애월읍,카페디저트,맑음,Y,3.7,12700,3,18.0,v3.2.1,26
ORD00386,제주시내,카페디저트,비,N,6.0,27600,7,7.0,v3.2.1,43
ORD00387,제주시내,한식,맑음,Y,3.5,28700,4,,v3.2.1,30
ORD00388,한림읍,한식,비,N,3.7,18800,3,8.0,v3.2.1,26
ORD00389,구좌읍,중식,맑음,N,2.7,23400,3,25.0,v3.2.1,18
ORD00390,조천읍,치킨,흐림,Y,2.3,40300,3,50.0,v3.2.1,36
ORD00391,한림읍,카페디저트,비,Y,5.0,6700,1,15.0,v3.2.1,29
ORD00392,조천읍,치킨,맑음,Y,4.8,37000,3,32.0,v3.2.1,33
ORD00393,제주시내,카페디저트,흐림,N,2.0,6900,1,1.0,v3.2.1,8
ORD00394,애월읍,한식,비,N,5.8,25500,4,6.0,v3.2.1,36
ORD00395,조천읍,치킨,맑음,N,7.3,51000,5,5.0,v3.2.1,41
ORD00396,제주시내,치킨,비,Y,1.6,65200,7,26.0,v3.2.1,39
ORD00397,애월읍,카페디저트,비,Y,1.6,15400,3,11.0,v3.2.1,25
ORD00398,제주시내,중식,맑음,N,4.9,33400,4,1.0,v3.2.1,29
ORD00399,구좌읍,치킨,맑음,N,2.2,22700,1,11.0,v3.2.1,19
ORD00400,구좌읍,중식,맑음,N,2.6,45900,6,13.0,v3.2.1,20
ORD00401,구좌읍,중식,비,N,1.8,23300,3,5.0,v3.2.1,27
ORD00402,조천읍,한식,흐림,N,1.6,26500,4,22.0,v3.2.1,20
ORD00403,한림읍,치킨,맑음,N,6.5,46700,5,8.0,v3.2.1,37
ORD00404,구좌읍,치킨,맑음,N,1.3,49900,5,19.0,v3.2.1,13
ORD00405,조천읍,분식,맑음,Y,5.0,13800,3,13.0,v3.2.1,28
ORD00406,제주시내,치킨,흐림,Y,1.9,44700,4,6.0,v3.2.1,35
ORD00407,제주시내,치킨,,Y,3.1,40700,3,11.0,v3.2.1,30
ORD00408,제주시내,한식,맑음,N,4.2,11700,1,1.0,v3.2.1,25
ORD00409,제주시내,카페디저트,맑음,N,1.6,17600,4,9.0,v3.2.1,13
ORD00410,한림읍,중식,맑음,N,3.2,24800,3,8.0,v3.2.1,28
ORD00411,한림읍,중식,비,N,8.9,38500,7,30.0,v3.2.1,48
ORD00412,조천읍,카페디저트,맑음,N,3.8,19800,6,35.0,v3.2.1,14
ORD00413,제주시내,카페디저트,흐림,Y,3.8,11000,3,31.0,v3.2.1,21
ORD00414,한림읍,분식,맑음,N,2.0,16400,4,2.0,v3.2.1,17
ORD00415,조천읍,중식,흐림,N,2.8,21600,3,11.0,v3.2.1,33
ORD00416,조천읍,카페디저트,맑음,N,0.9,12300,3,19.0,v3.2.1,12
ORD00417,제주시내,중식,맑음,N,2.4,42000,7,41.0,v3.2.1,11
ORD00418,구좌읍,카페디저트,맑음,Y,5.1,16200,4,6.0,v3.2.1,28
ORD00419,구좌읍,치킨,맑음,Y,10.5,37200,2,5.0,v3.2.1,61
ORD00420,제주시내,치킨,맑음,Y,3.2,30900,2,14.0,v3.2.1,34
ORD00421,제주시내,분식,흐림,N,5.4,16500,4,1.0,v3.2.1,28
ORD00422,애월읍,중식,흐림,Y,7.9,28600,3,7.0,v3.2.1,49
ORD00423,한림읍,치킨,흐림,N,4.3,40900,4,32.0,v3.2.1,33
ORD00424,구좌읍,한식,흐림,N,1.8,25100,5,52.0,v3.2.1,16
ORD00425,제주시내,한식,비,Y,1.3,35700,6,12.0,v3.2.1,31
ORD00426,제주시내,중식,맑음,Y,8.0,31000,4,34.0,v3.2.1,39
ORD00427,제주시내,중식,맑음,N,3.5,28000,4,21.0,v3.2.1,25
ORD00428,애월읍,분식,맑음,N,3.9,10500,2,3.0,v3.2.1,11
ORD00429,제주시내,분식,흐림,N,7.2,15500,3,5.0,v3.2.1,26
ORD00430,애월읍,한식,맑음,Y,3.1,11100,2,10.0,v3.2.1,34
ORD00431,조천읍,한식,비,Y,2.0,12900,1,1.0,v3.2.1,36
ORD00432,애월읍,중식,맑음,Y,2.9,39900,5,13.0,v3.2.1,23
ORD00433,제주시내,분식,비,Y,3.4,19100,4,4.0,v3.2.1,35
ORD00434,제주시내,치킨,비,N,3.7,21100,1,2.0,v3.2.1,39
ORD00435,조천읍,중식,흐림,N,1.1,26800,3,11.0,v3.2.1,9
ORD00436,조천읍,한식,맑음,Y,2.4,17300,2,12.0,v3.2.1,21
ORD00437,제주시내,한식,맑음,N,0.9,16100,2,1.0,v3.2.1,21
ORD00438,한림읍,치킨,맑음,Y,2.7,20100,1,18.0,v3.2.1,31
ORD00439,조천읍,한식,맑음,N,2.7,64700,10,2.0,v3.2.1,24
ORD00440,애월읍,치킨,비,N,1.0,45700,4,4.0,v3.2.1,30
ORD00441,한림읍,카페디저트,맑음,N,5.2,15100,3,6.0,v3.2.1,22
ORD00442,조천읍,치킨,맑음,N,2.4,59300,5,1.0,v3.2.1,32
ORD00443,구좌읍,치킨,비,N,4.4,41700,4,25.0,v3.2.1,31
ORD00444,조천읍,분식,맑음,N,5.9,19900,4,31.0,v3.2.1,24
ORD00445,제주시내,한식,맑음,Y,2.8,30500,4,7.0,v3.2.1,23
ORD00446,제주시내,치킨,맑음,Y,4.3,39000,3,25.0,v3.2.1,38
ORD00447,제주시내,한식,맑음,N,1.5,22100,3,11.0,v3.2.1,10
ORD00448,구좌읍,분식,비,Y,3.5,22100,4,14.0,v3.2.1,35
ORD00449,한림읍,치킨,맑음,Y,5.1,49600,4,18.0,v3.2.1,45
ORD00450,구좌읍,중식,흐림,N,1.2,17000,2,9.0,v3.2.1,17
ORD00451,제주시내,치킨,맑음,Y,4.2,55400,5,1.0,v3.2.1,37
ORD00452,조천읍,한식,맑음,Y,2.8,27800,4,5.0,v3.2.1,21
ORD00453,한림읍,치킨,흐림,N,3.5,46300,4,1.0,v3.2.1,26
ORD00454,한림읍,치킨,맑음,N,5.3,67300,6,3.0,v3.2.1,38
ORD00455,애월읍,치킨,맑음,N,4.5,70500,6,38.0,v3.2.1,32
ORD00456,제주시내,치킨,맑음,Y,4.1,27300,2,6.0,v3.2.1,34
ORD00457,애월읍,치킨,비,N,1.0,60600,5,17.0,v3.2.1,24
ORD00458,조천읍,한식,맑음,Y,6.0,21200,3,6.0,v3.2.1,36
ORD00459,구좌읍,치킨,맑음,N,2.7,40800,5,7.0,v3.2.1,24
ORD00460,한림읍,카페디저트,흐림,N,4.2,19800,5,4.0,v3.2.1,18
ORD00461,애월읍,중식,맑음,N,2.3,29100,4,20.0,v3.2.1,14
ORD00462,한림읍,한식,비,Y,3.6,21900,3,10.0,v3.2.1,36
ORD00463,조천읍,한식,맑음,N,2.0,34700,6,5.0,v3.2.1,26
ORD00464,제주시내,치킨,맑음,Y,1.5,25700,1,30.0,v3.2.1,18
ORD00465,제주시내,중식,흐림,Y,3.2,17500,2,20.0,v3.2.1,22
ORD00466,제주시내,한식,흐림,N,4.1,24500,3,1.0,v3.2.1,21
ORD00467,애월읍,분식,흐림,N,2.1,21900,5,3.0,v3.2.1,12
ORD00468,애월읍,한식,맑음,Y,8.7,18800,2,2.0,v3.2.1,51
ORD00469,제주시내,카페디저트,맑음,N,1.2,12200,2,10.0,v3.2.1,8
ORD00470,제주시내,카페디저트,흐림,N,5.9,5900,1,2.0,v3.2.1,23
ORD00471,제주시내,분식,,N,1.6,12100,2,13.0,v3.2.1,8
ORD00472,제주시내,중식,맑음,Y,5.0,30900,4,12.0,v3.2.1,30
ORD00473,한림읍,치킨,맑음,N,1.8,32900,3,25.0,v3.2.1,16
ORD00474,제주시내,치킨,맑음,Y,6.7,23000,1,23.0,v3.2.1,38
ORD00475,조천읍,한식,비,N,3.5,30900,5,3.0,v3.2.1,41
ORD00476,구좌읍,치킨,비,Y,2.7,62100,5,2.0,v3.2.1,42
ORD00477,애월읍,분식,맑음,N,11.8,14800,3,7.0,v3.2.1,43
ORD00478,구좌읍,중식,맑음,Y,5.7,24600,3,3.0,v3.2.1,43
ORD00479,구좌읍,분식,흐림,N,1.6,16500,3,38.0,v3.2.1,8
ORD00480,제주시내,치킨,비,N,5.8,33200,4,6.0,v3.2.1,52
ORD00481,제주시내,치킨,맑음,Y,6.7,81800,7,6.0,v3.2.1,48
ORD00482,조천읍,치킨,맑음,N,2.9,72500,7,1.0,v3.2.1,36
ORD00483,애월읍,카페디저트,흐림,N,1.9,16100,4,6.0,v3.2.1,14
ORD00484,제주시내,카페디저트,맑음,Y,2.0,18600,4,2.0,v3.2.1,22
ORD00485,제주시내,중식,맑음,N,2.6,50400,7,47.0,v3.2.1,26
ORD00486,제주시내,한식,흐림,N,6.5,14600,2,6.0,v3.2.1,27
ORD00487,조천읍,치킨,비,N,3.2,33300,2,5.0,v3.2.1,36
ORD00488,애월읍,한식,맑음,Y,3.0,23000,3,59.0,v3.2.1,21
ORD00489,한림읍,치킨,맑음,N,8.8,29900,2,29.0,v3.2.1,49
ORD00490,한림읍,치킨,,N,1.6,42400,3,21.0,v3.2.1,19
ORD00491,구좌읍,치킨,흐림,Y,4.7,30200,2,6.0,v3.2.1,43
ORD00492,제주시내,중식,비,N,5.9,13500,1,5.0,v3.2.1,40
ORD00493,애월읍,한식,맑음,Y,7.1,31100,4,11.0,v3.2.1,36
ORD00494,한림읍,한식,흐림,N,2.8,25800,4,24.0,v3.2.1,19
ORD00495,제주시내,치킨,맑음,Y,3.1,63600,5,35.0,v3.2.1,32
ORD00496,조천읍,한식,맑음,N,1.9,18500,2,11.0,v3.2.1,19
ORD00497,구좌읍,분식,비,N,1.2,18100,4,1.0,v3.2.1,18
ORD00498,제주시내,치킨,맑음,N,4.3,25000,2,19.0,v3.2.1,22
ORD00499,제주시내,한식,비,N,3.5,24800,3,4.0,v3.2.1,19
ORD00500,구좌읍,한식,맑음,Y,6.7,38600,6,13.0,v3.2.1,48
ORD00501,한림읍,카페디저트,비,N,3.5,13000,3,13.0,v3.2.1,22
ORD00502,조천읍,한식,비,Y,3.1,20300,2,6.0,v3.2.1,35
ORD00503,조천읍,카페디저트,흐림,Y,2.3,9400,1,7.0,v3.2.1,21
ORD00504,한림읍,카페디저트,맑음,N,8.4,13400,3,9.0,v3.2.1,33
ORD00505,구좌읍,분식,비,N,2.0,15200,3,17.0,v3.2.1,19
ORD00506,제주시내,분식,비,N,9.1,12100,3,20.0,v3.2.1,41
ORD00507,애월읍,치킨,맑음,Y,3.8,27900,2,8.0,v3.2.1,30
ORD00508,제주시내,분식,맑음,N,12.1,9900,2,14.0,v3.2.1,43
ORD00509,조천읍,카페디저트,비,N,4.6,12400,4,4.0,v3.2.1,34
ORD00510,조천읍,치킨,맑음,N,8.0,39600,4,10.0,v3.2.1,40
ORD00511,구좌읍,카페디저트,맑음,N,1.9,20900,6,1.0,v3.2.1,17
ORD00512,한림읍,분식,비,N,2.1,21100,5,7.0,v3.2.1,23
ORD00513,제주시내,중식,맑음,N,3.2,36600,5,8.0,v3.2.1,26
ORD00514,제주시내,치킨,맑음,Y,7.5,50900,5,21.0,v3.2.1,46
ORD00515,애월읍,한식,맑음,N,4.2,20700,3,25.0,v3.2.1,24
ORD00516,구좌읍,분식,흐림,N,2.7,16000,3,6.0,v3.2.1,21
ORD00517,제주시내,한식,흐림,N,1.7,31900,5,5.0,v3.2.1,25
ORD00518,애월읍,분식,맑음,Y,3.1,21100,4,32.0,v3.2.1,20
ORD00519,구좌읍,한식,맑음,Y,6.9,25900,4,23.0,v3.2.1,36
ORD00520,조천읍,중식,맑음,N,4.1,21300,2,12.0,v3.2.1,27
ORD00521,구좌읍,중식,흐림,N,2.1,33500,5,24.0,v3.2.1,28
ORD00522,애월읍,한식,흐림,N,5.2,29100,6,1.0,v3.2.1,34
ORD00523,구좌읍,중식,흐림,Y,3.4,22000,2,6.0,v3.2.1,34
ORD00524,제주시내,분식,맑음,Y,3.7,26700,6,1.0,v3.2.1,23
ORD00525,제주시내,분식,흐림,N,1.9,17400,3,15.0,v3.2.1,21
ORD00526,한림읍,중식,맑음,Y,1.4,22900,3,2.0,v3.2.1,25
ORD00527,조천읍,한식,맑음,Y,1.4,27000,4,4.0,v3.2.1,37
ORD00528,애월읍,치킨,맑음,N,3.8,48500,4,46.0,v3.2.1,25
ORD00529,한림읍,치킨,흐림,Y,3.6,57400,6,1.0,v3.2.1,42
ORD00530,조천읍,분식,흐림,Y,6.5,12300,2,12.0,v3.2.1,41
ORD00531,애월읍,중식,맑음,N,3.1,26000,3,5.0,v3.2.1,23
ORD00532,제주시내,카페디저트,흐림,Y,1.6,10300,3,3.0,v3.2.1,31
ORD00533,제주시내,분식,맑음,Y,5.7,11000,2,1.0,v3.2.1,30
ORD00534,애월읍,카페디저트,비,Y,6.2,19200,5,29.0,v3.2.1,34
ORD00535,애월읍,분식,맑음,Y,2.7,16900,4,12.0,v3.2.1,22
ORD00536,제주시내,분식,흐림,N,2.2,10000,1,39.0,v3.2.1,12
ORD00537,조천읍,중식,맑음,N,8.3,27500,3,27.0,v3.2.1,30
ORD00538,한림읍,치킨,비,N,4.7,45300,4,2.0,v3.2.1,41
ORD00539,한림읍,카페디저트,흐림,Y,9.8,15500,3,2.0,v3.2.1,50
ORD00540,조천읍,치킨,맑음,N,2.4,47000,5,3.0,v3.2.1,21
ORD00541,한림읍,치킨,맑음,N,3.3,28300,2,22.0,v3.2.1,19
ORD00542,애월읍,카페디저트,맑음,Y,6.4,8100,1,7.0,v3.2.1,38
ORD00543,구좌읍,카페디저트,비,Y,3.5,12000,3,1.0,v3.2.1,33
ORD00544,조천읍,치킨,,N,1.3,39400,4,6.0,v3.2.1,19
ORD00545,제주시내,치킨,맑음,Y,7.3,40600,4,1.0,v3.2.1,46
ORD00546,구좌읍,한식,비,N,1.6,27100,3,17.0,v3.2.1,24
ORD00547,애월읍,한식,흐림,Y,4.2,27100,4,22.0,v3.2.1,25
ORD00548,제주시내,분식,맑음,Y,3.4,19000,4,1.0,v3.2.1,25
ORD00549,제주시내,치킨,맑음,Y,2.2,43600,3,34.0,v3.2.1,26
ORD00550,조천읍,치킨,비,N,4.1,30600,2,3.0,v3.2.1,38
ORD00551,제주시내,분식,흐림,N,1.9,33100,7,27.0,v3.2.1,14
ORD00552,애월읍,치킨,맑음,N,6.8,52300,5,10.0,v3.2.1,43
ORD00553,한림읍,카페디저트,맑음,N,3.9,14900,3,2.0,v3.2.1,18
ORD00554,구좌읍,분식,맑음,N,8.4,16600,3,86.0,v3.2.1,21
ORD00555,조천읍,중식,비,N,4.0,32100,4,2.0,v3.2.1,40
ORD00556,한림읍,분식,맑음,N,3.9,20900,5,13.0,v3.2.1,24
ORD00557,구좌읍,분식,맑음,N,5.8,11400,2,3.0,v3.2.1,26
ORD00558,제주시내,분식,맑음,Y,3.4,9300,2,35.0,v3.2.1,17
ORD00559,애월읍,분식,맑음,Y,4.7,11000,2,5.0,v3.2.1,30
ORD00560,조천읍,치킨,흐림,Y,9.7,42000,4,35.0,v3.2.1,56
ORD00561,제주시내,분식,비,Y,4.0,17600,4,25.0,v3.2.1,34
ORD00562,구좌읍,카페디저트,맑음,Y,7.4,19700,5,16.0,v3.2.1,29
ORD00563,조천읍,중식,비,Y,4.2,28600,4,12.0,v3.2.1,38
ORD00564,한림읍,한식,흐림,N,4.4,33200,6,17.0,v3.2.1,28
ORD00565,제주시내,분식,맑음,Y,1.6,10100,2,21.0,v3.2.1,19
ORD00566,조천읍,분식,맑음,N,2.2,25300,6,24.0,v3.2.1,18
ORD00567,애월읍,치킨,흐림,Y,6.2,31500,2,1.0,v3.2.1,46
ORD00568,구좌읍,카페디저트,맑음,Y,3.9,11500,2,2.0,v3.2.1,19
ORD00569,조천읍,분식,비,Y,6.1,13100,3,21.0,v3.2.1,42
ORD00570,제주시내,한식,비,Y,9.9,24600,3,4.0,v3.2.1,52
ORD00571,조천읍,분식,비,N,1.3,19100,6,14.0,v3.2.1,19
ORD00572,제주시내,한식,맑음,Y,4.9,24200,5,9.0,v3.2.1,34
ORD00573,조천읍,치킨,맑음,N,1.8,27500,3,13.0,v3.2.1,20
ORD00574,한림읍,중식,흐림,Y,4.5,27600,3,23.0,v3.2.1,36
ORD00575,제주시내,한식,흐림,N,1.7,22200,3,14.0,v3.2.1,17
ORD00576,제주시내,분식,맑음,N,4.8,12900,2,3.0,v3.2.1,15
ORD00577,애월읍,치킨,흐림,N,6.3,57900,5,2.0,v3.2.1,29
ORD00578,애월읍,한식,비,Y,4.0,17600,3,1.0,v3.2.1,36
ORD00579,제주시내,한식,맑음,N,4.2,20200,3,9.0,v3.2.1,23
ORD00580,애월읍,한식,맑음,N,2.6,20800,4,2.0,v3.2.1,15
ORD00581,제주시내,카페디저트,비,Y,7.1,6900,1,2.0,v3.2.1,41
ORD00582,애월읍,카페디저트,맑음,Y,4.4,17300,5,31.0,v3.2.1,31
ORD00583,한림읍,한식,비,N,4.3,23900,3,37.0,v3.2.1,37
ORD00584,제주시내,한식,맑음,N,5.2,23400,3,3.0,v3.2.1,31
ORD00585,한림읍,중식,맑음,N,1.0,20100,3,6.0,v3.2.1,18
ORD00586,애월읍,한식,비,N,0.9,14400,2,7.0,v3.2.1,20
ORD00587,제주시내,카페디저트,비,Y,5.4,11100,2,1.0,v3.2.1,41
ORD00588,한림읍,분식,맑음,N,3.3,9800,2,1.0,v3.2.1,15
ORD00589,조천읍,치킨,맑음,N,6.9,20900,1,32.0,v3.2.1,36
ORD00590,조천읍,카페디저트,흐림,N,7.4,9900,2,1.0,v3.2.1,34
ORD00591,애월읍,치킨,맑음,N,4.7,29000,2,2.0,v3.2.1,37
ORD00592,제주시내,분식,맑음,Y,2.8,13700,3,1.0,v3.2.1,29
ORD00593,제주시내,분식,맑음,N,3.2,21400,4,6.0,v3.2.1,15
ORD00594,제주시내,치킨,맑음,Y,3.0,54200,5,14.0,v3.2.1,30
ORD00595,한림읍,치킨,비,N,4.6,40000,3,4.0,v3.2.1,34
ORD00596,조천읍,한식,흐림,Y,3.0,16500,2,14.0,v3.2.1,28
ORD00597,제주시내,분식,비,N,4.2,10200,2,35.0,v3.2.1,29
ORD00598,한림읍,카페디저트,맑음,N,1.8,18600,4,1.0,v3.2.1,8
ORD00599,제주시내,중식,맑음,N,2.5,25900,3,2.0,v3.2.1,25
ORD00600,구좌읍,한식,흐림,N,2.6,22700,4,19.0,v3.2.1,23
ORD00601,제주시내,분식,맑음,Y,2.1,15300,4,22.0,v3.2.1,27
ORD00602,구좌읍,한식,흐림,Y,1.3,22100,3,44.0,v3.2.1,13
ORD00603,제주시내,치킨,비,Y,2.0,30000,2,,v3.2.1,32
ORD00604,제주시내,중식,맑음,N,3.7,38900,5,4.0,v3.2.1,29
ORD00605,애월읍,카페디저트,맑음,Y,1.4,28900,8,,v3.2.1,14
ORD00606,한림읍,분식,맑음,Y,1.5,23200,6,24.0,v3.2.1,14
ORD00607,제주시내,한식,흐림,N,5.2,15700,2,4.0,v3.2.1,30
ORD00608,제주시내,카페디저트,맑음,N,3.3,12300,2,5.0,v3.2.1,20
ORD00609,제주시내,치킨,맑음,Y,5.5,40200,3,5.0,v3.2.1,42
ORD00610,제주시내,카페디저트,맑음,N,5.4,17600,5,8.0,v3.2.1,29
ORD00611,제주시내,치킨,맑음,Y,6.2,22300,1,3.0,v3.2.1,44
ORD00612,제주시내,중식,맑음,N,5.1,29400,4,29.0,v3.2.1,27
ORD00613,제주시내,치킨,맑음,Y,4.7,33700,2,5.0,v3.2.1,35
ORD00614,조천읍,카페디저트,,N,10.5,10900,3,18.0,v3.2.1,50
ORD00615,조천읍,분식,맑음,Y,1.4,7100,1,17.0,v3.2.1,10
ORD00616,한림읍,카페디저트,비,N,4.6,7700,1,3.0,v3.2.1,23
ORD00617,제주시내,분식,흐림,Y,7.3,14400,3,11.0,v3.2.1,39
ORD00618,한림읍,한식,맑음,N,1.6,21000,3,5.0,v3.2.1,20
ORD00619,제주시내,중식,맑음,Y,3.3,26300,4,1.0,v3.2.1,31
ORD00620,조천읍,한식,맑음,Y,5.1,10800,1,2.0,v3.2.1,30
ORD00621,구좌읍,치킨,맑음,N,3.6,36700,3,,v3.2.1,25
ORD00622,한림읍,중식,맑음,Y,6.3,20900,3,1.0,v3.2.1,39
ORD00623,애월읍,분식,비,Y,6.0,12700,2,3.0,v3.2.1,36
ORD00624,애월읍,치킨,맑음,N,2.0,37700,3,53.0,v3.2.1,18
ORD00625,조천읍,치킨,비,Y,3.5,15500,1,31.0,v3.2.1,34
ORD00626,애월읍,카페디저트,맑음,N,7.0,12200,3,50.0,v3.2.1,27
ORD00627,한림읍,분식,맑음,Y,6.8,16800,3,58.0,v3.2.1,28
ORD00628,구좌읍,한식,맑음,Y,2.1,25100,3,40.0,v3.2.1,18
ORD00629,애월읍,치킨,맑음,N,2.0,52300,4,54.0,v3.2.1,17
ORD00630,한림읍,한식,비,N,4.3,17800,2,1.0,v3.2.1,30
ORD00631,제주시내,치킨,맑음,Y,1.8,28700,3,34.0,v3.2.1,26
ORD00632,제주시내,중식,맑음,Y,7.4,22200,3,9.0,v3.2.1,38
ORD00633,제주시내,한식,흐림,Y,13.2,25900,5,8.0,v3.2.1,64
ORD00634,애월읍,치킨,흐림,N,3.2,47200,4,14.0,v3.2.1,33
ORD00635,애월읍,중식,비,N,3.9,36100,5,13.0,v3.2.1,37
ORD00636,조천읍,한식,맑음,N,5.2,12600,1,9.0,v3.2.1,26
ORD00637,애월읍,치킨,비,N,3.0,55400,6,5.0,v3.2.1,29
ORD00638,한림읍,한식,흐림,N,4.6,21100,3,19.0,v3.2.1,25
ORD00639,제주시내,치킨,비,N,2.6,59000,5,11.0,v3.2.1,33
ORD00640,구좌읍,치킨,맑음,Y,6.7,26500,2,31.0,v3.2.1,42
ORD00641,제주시내,분식,맑음,N,4.6,13100,3,17.0,v3.2.1,16
ORD00642,제주시내,치킨,맑음,Y,9.3,33600,3,32.0,v3.2.1,60
ORD00643,한림읍,카페디저트,비,N,6.3,11300,2,16.0,v3.2.1,19
ORD00644,애월읍,치킨,맑음,Y,6.9,33000,3,30.0,v3.2.1,47
ORD00645,한림읍,한식,맑음,N,7.9,25200,4,6.0,v3.2.1,36
ORD00646,애월읍,카페디저트,맑음,N,6.2,11200,2,11.0,v3.2.1,10
ORD00647,한림읍,치킨,비,N,3.3,34500,3,3.0,v3.2.1,33
ORD00648,애월읍,카페디저트,맑음,Y,7.3,11100,2,3.0,v3.2.1,29
ORD00649,조천읍,중식,맑음,Y,2.7,27700,3,3.0,v3.2.1,32
ORD00650,애월읍,중식,비,N,1.0,24800,3,4.0,v3.2.1,29
